rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,universe_source,universe_label,liquidity_rank,in_yahoo_pool
91,9048,名古屋鉄道,陸運業,プライム,9048.T,,,,,,,,,,,,2026-07-21,1932.5,0.0059864653826131,0.0359153042079871,0.0835435940566302,0.1023958927552766,0.1363338807667129,1859.875,1827.0583333333327,0.039048323139996,0.057711165945258,0.0,0.166725350919725,981200.0,663130.0,1.4796495408140184,1292906682.5,268,15.066666666666665,11.37,5.6761268781302165,7.316666666666667,6.383333333333333,1.6833333333333331,7.56,6.871666666666667,6.58,68.51,32.11,13.7,9.24,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,500.0,False
92,8308,りそなホールディングス,銀行業,プライム,8308.T,,55.0,1.0,出来高,,,,,,,,2026-07-21,2286.0,0.0276466621712745,-0.0323809523809524,0.0251121076233182,0.1946694538803239,0.3205378697939451,2245.15,2118.4,0.0181947754047613,0.0791163141993958,-0.039293969321286,0.3247612122155903,9832900.0,8403505.0,1.170095097224313,19218141322.5,268,9.433333333333335,14.159999999999998,7.762938230383973,5.450000000000001,7.65,8.916666666666668,6.013333333333334,5.541666666666666,3.418333333333334,68.35,31.36,13.1,14.93,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,66.0,True
93,5831,しずおかフィナンシャルグループ,銀行業,プライム,5831.T,,,,,,,,,,,,2026-07-21,3263.0,0.036531130876747,-0.0069993913572732,0.0761873350923483,0.196333638863428,0.3217850462354104,3191.15,2996.375,0.0225153941369098,0.0889825205456593,-0.0357565011820331,0.3445219906265805,1500000.0,1687585.0,0.8888441174814898,5464718455.0,268,14.433333333333335,14.28,7.779632721202003,5.85,7.983333333333332,6.55,2.666666666666666,5.6466666666666665,3.115,68.3,36.49,13.83,9.22,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,208.0,False
94,4092,日本化学工業,化学,プライム,4092.T,,18.0,1.0,値上がり率,,,,,,,,2026-07-21,5190.0,0.1042553191489361,0.2226148409893993,0.0,0.5799086757990868,0.634744094843924,4599.75,4440.0,0.1283221914234469,0.1689189189189188,-0.0682226211849191,0.9336288379948586,397700.0,288785.0,1.3771490901535746,1364511950.0,268,7.833333333333332,17.55,9.332220367278795,9.908333333333331,9.6,1.883333333333333,7.266666666666667,4.736666666666666,0.1866666666666666,68.3,34.72,19.51,9.15,v7,True,True,False,True,True,True,True,True,False,True,False,False,jpx_liquidity,JPX流動性,488.0,True
95,8593,三菱ＨＣキャピタル,その他金融業,プライム,8593.T,,102.0,1.0,出来高,,,,,,,,2026-07-21,1440.0,0.0359712230215827,0.0449927431059506,0.1013384321223709,0.0055865921787709,0.0870661622771875,1356.275,1350.95,0.0617315809846823,0.0659165772234353,-0.0504451038575667,0.1887027174126254,4888900.0,3949820.0,1.2377526064478888,5425036635.0,268,16.233333333333334,6.48,4.974958263772956,8.983333333333333,6.883333333333333,6.516666666666665,6.6,5.238333333333332,6.16,68.07,27.69,15.87,13.12,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,210.0,True
96,7327,第四北越フィナンシャルグループ,銀行業,プライム,7327.T,,,,,,,,,,,,2026-07-21,2287.0,0.0386012715712988,0.007488986784141,0.074718045112782,0.2094130089899524,0.2886568425269391,2212.3,2091.366666666667,0.0337657641368709,0.0935432970465883,-0.0313426514188902,0.3278221634205563,823500.0,807070.0,1.0203575898001414,1798949360.0,268,14.3,14.67,7.479131886477462,6.983333333333335,8.183333333333335,2.933333333333333,4.36,5.81,3.336666666666667,68.06,36.45,15.17,7.29,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,425.0,False
97,7936,アシックス,その他製品,プライム,7936.T,,,,,,,,,,,,2026-07-21,4853.0,-0.0085801838610827,-0.0067539909946786,0.1363533359630018,0.0694138386954605,0.1976801579466929,4613.279565429688,4546.903849283855,0.0519631275690928,0.0673196884874431,-0.0247186495176848,0.4122356253099309,2749800.0,3622900.0,0.7590052168152585,16769666675.0,268,18.0,9.6,6.577629382303839,8.3,6.933333333333335,8.766666666666667,1.12,5.961666666666668,2.31,67.57,34.18,15.23,9.89,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,75.0,False
98,6448,ブラザー工業,電気機器,プライム,6448.T,,,,,,,,,,,,2026-07-21,3904.0,0.0246719160104986,0.0617351101441392,0.0177267987486966,0.2749836708033963,0.2351186887776315,3746.15,3598.9083333333333,0.0421365935693978,0.0847733919313495,0.0,0.2344883751451581,681100.0,696670.0,0.9776508246372028,2606446080.0,268,9.0,15.9,6.9449081803005015,7.466666666666668,7.766666666666665,4.233333333333333,3.92,6.871666666666667,5.296666666666668,67.4,31.84,15.23,8.15,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,347.0,False
99,8795,Ｔ＆Ｄホールディングス,保険業,プライム,8795.T,,,,,,,,,,,,2026-07-21,4996.0,0.0423534320884624,0.0137987012987013,0.0024077046548955,0.3078534031413613,0.3595582947135749,4876.5,4435.033333333334,0.0245052804265353,0.1264853326919752,-0.0112804274688304,0.3427603661774067,1616500.0,1881880.0,0.8589814440878271,9136924795.0,268,7.966666666666665,16.319999999999997,8.063439065108515,6.0,9.1,7.766666666666665,2.36,6.486666666666666,3.161666666666666,67.23,32.35,15.1,10.13,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,135.0,False
100,7752,リコー,電気機器,プライム,7752.T,,106.0,1.0,出来高,,,,,,,,2026-07-21,1529.5,0.018987341772152,0.0203468979319545,0.0465275401984262,0.1254598969830758,0.1016153560682477,1467.575,1439.8666666666666,0.042195458494455,0.062251134364293,-0.0135519396545276,0.2425362495454978,4667600.0,2050830.0,2.2759565639277755,3274745132.5,268,11.233333333333333,12.15,5.208681135225377,7.483333333333332,6.616666666666665,5.066666666666667,7.926666666666666,6.416666666666666,5.075,67.18,28.59,14.1,12.99,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,297.0,True
1,6098,リクルートホールディングス,サービス業,プライム,6098.T,(株)リクルートホールディングス,104.0,1.0,出来高,147.0,2026-07-21,2026-06-17,16.0,1.0,127.0,23.0,2026-07-21,12920.0,0.0078003120124805,0.0461538461538462,0.1692307692307693,0.6452311218642557,0.5230993952767857,11969.5,10299.583333333334,0.0794101675090857,0.2544196771714064,0.0,0.2311603041523856,4766200.0,3903085.0,1.2211366137299084,47903280100.0,268,17.650602409638555,17.512048192771086,8.700906344410875,8.734939759036145,9.63855421686747,9.24698795180723,3.951807228915664,6.683734939759037,5.50301204819277,87.62,43.86,18.37,13.2,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器,グロース,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),16.0,1.0,値上がり率,235.0,2026-07-21,2026-06-18,8.0,4.0,6.0,-10.0,2026-07-21,15370.0,0.1161946259985475,0.3482456140350878,0.9406565656565656,1.3465648854961834,5.075098814229249,9798.5,9738.0,0.5686074399142726,0.5783528445265969,-0.0628048780487804,1.2895824659156585,3579000.0,1211285.0,2.9547133828950245,16233728600.0,265,19.81927710843373,17.837349397590362,9.909365558912386,9.909638554216867,9.909638554216867,8.102409638554217,6.650602409638554,4.743975903614458,0.2108433734939759,87.09,47.57,19.82,14.75,v7,True,True,True,True,True,True,True,True,False,False,False,False,yahoo,Yahooランキング,,
3,150A,ＪＳＨ,サービス業,グロース,150A.T,(株)ＪＳＨ,2.0,3.0,値上がり率・出来高・出来高増加率,449.0,2026-07-21,2026-06-30,7.0,3.0,3.0,1.0,2026-07-21,685.0,0.2638376383763838,0.8463611859838276,1.0029239766081872,0.8266666666666667,0.691358024691358,387.15,366.01666666666665,0.7693400490765854,0.8714994763444288,0.0,1.21850613581995,3955900.0,23035.0,171.73431734317344,147341560.0,258,19.81927710843373,17.837349397590362,9.395770392749244,9.909638554216867,9.909638554216867,3.6144578313253017,7.927710843373494,6.683734939759037,0.2740963855421687,85.37,47.05,19.82,11.54,v7,True,True,True,True,True,True,True,True,True,False,False,False,yahoo,Yahooランキング,,
4,9304,澁澤倉庫,倉庫・運輸関連業,プライム,9304.T,澁澤倉庫(株),44.0,1.0,値上がり率,207.0,2026-07-21,2026-06-22,6.0,1.0,54.0,10.0,2026-07-21,2136.0,0.0793329964628599,0.0804248861911987,0.3631142310146777,0.6132930513595165,0.6524328371754025,1804.8,1534.2333333333331,0.1835106382978724,0.3922263019532013,0.0,0.5167621355566002,524700.0,292645.0,1.7929573373883032,580917635.0,268,19.57831325301205,17.457831325301203,9.274924471299094,9.63855421686747,9.909638554216867,4.487951807228916,5.662650602409639,6.683734939759037,2.36144578313253,85.06,46.31,19.55,10.15,v7,True,True,True,True,True,True,True,True,True,False,True,False,yahoo,Yahooランキング,,
5,2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,スタンダード,2354.T,(株)ＹＥ　ＤＩＧＩＴＡＬ,1.0,2.0,値上がり率・出来高,350.0,2026-07-21,2026-07-03,4.0,3.0,10.0,9.0,2026-07-21,1359.0,0.2832861189801698,0.709433962264151,0.4380952380952381,0.4230366492146598,0.6227781038838331,874.2,912.4,0.554564172958133,0.4894782989916704,0.0,1.3549318415166278,3960300.0,625085.0,6.3356183559035975,868126120.0,255,19.81927710843373,17.02409638554217,9.033232628398792,9.909638554216867,9.909638554216867,4.909638554216867,7.566265060240963,6.683734939759037,0.1686746987951807,85.02,45.88,19.82,12.48,v7,True,True,True,True,True,True,True,True,True,False,False,False,yahoo,Yahooランキング,,
6,9831,ヤマダホールディングス,小売業,プライム,9831.T,(株)ヤマダホールディングス,38.0,1.0,出来高,213.0,2026-07-21,2026-06-15,15.0,7.0,73.0,35.0,2026-07-21,728.0999755859375,0.0422273132421131,0.0990188310731132,0.1119425613308722,0.3660412299923781,0.392347103371226,663.8449981689453,623.5333312988281,0.096792139120162,0.1677001677990424,0.0,0.2388295303793268,13562800.0,4299435.0,3.154554028610736,3221626222.8604126,268,16.02409638554217,16.861445783132528,8.217522658610273,9.036144578313252,9.156626506024097,6.2048192771084345,6.819277108433735,6.683734939759037,5.313253012048193,84.32,41.1,18.19,13.02,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
7,9278,ブックオフグループホールディングス,小売業,プライム,9278.T,ブックオフグループホールディングス(株),102.0,1.0,値上がり率,149.0,2026-07-21,2026-07-07,7.0,5.0,70.0,-32.0,2026-07-21,2638.0,0.0632809351068117,0.2634099616858236,0.3611971104231166,0.2442792966925961,0.6337333935303526,2114.45,2022.5450134277344,0.2476057603632151,0.304297299929664,0.0,0.4783330584975495,314100.0,148320.0,2.1177184466019416,366514770.0,268,19.518072289156624,15.722891566265062,9.093655589123866,9.789156626506024,9.759036144578312,4.126506024096385,6.024096385542169,6.683734939759037,2.656626506024097,83.37,44.33,19.55,10.15,v7,True,True,True,True,True,True,True,True,True,False,True,False,yahoo,Yahooランキング,,
8,7389,あいちフィナンシャルグループ,銀行業,プライム,7389.T,(株)あいちフィナンシャルグループ,41.0,1.0,値上がり率,210.0,2026-07-21,2026-07-08,4.0,1.0,51.0,10.0,2026-07-21,1824.0,0.0812092471843508,0.2291105121293801,0.3056549749463135,0.1898238747553815,0.6723078758538534,1499.75,1444.9666666666667,0.216202700450075,0.2623128561212484,0.0,0.5525649812336514,1714700.0,838185.0,2.0457297613295395,1387666720.0,268,19.397590361445783,14.58433734939759,9.335347432024168,9.759036144578312,9.66867469879518,5.451807228915662,5.975903614457831,6.683734939759037,2.108433734939759,82.96,43.32,19.43,11.43,v7,True,True,True,True,True,True,True,True,True,False,True,False,yahoo,Yahooランキング,,
9,3864,三菱製紙,パルプ・紙,プライム,3864.T,三菱製紙(株),15.0,2.0,値上がり率・出来高増加率,336.0,2026-07-21,2026-07-13,2.0,1.0,64.0,49.0,2026-07-21,1226.0,0.1227106227106227,0.162085308056872,0.1845410628019324,0.2535787321063394,0.8365363577673834,1044.25,1029.15,0.1740483600670337,0.1912743526210949,0.0,0.4896407741907213,581900.0,161905.0,3.5940829498780147,197659980.0,268,18.25301204819277,15.885542168674698,9.637462235649547,9.548192771084338,9.36746987951807,3.765060240963856,7.0120481927710845,6.683734939759037,2.5090361445783134,82.66,43.78,18.92,10.78,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
10,6237,イワキポンプ,機械,プライム,6237.T,(株)イワキ,50.0,1.0,値上がり率,201.0,2026-07-21,2026-06-18,6.0,1.0,129.0,79.0,2026-07-21,4745.0,0.0771850170261068,0.0486187845303867,0.2859078590785908,0.7659099367324154,0.7862626429730115,4111.25,3419.1833333333334,0.1541501976284585,0.3877582853605392,0.0,0.5917207916842921,130200.0,124740.0,1.0437710437710437,536450150.0,268,19.156626506024097,17.837349397590362,9.546827794561931,9.427710843373497,9.909638554216867,4.457831325301205,2.6506024096385543,6.683734939759037,1.855421686746988,81.53,46.54,19.34,7.11,v7,True,True,True,True,True,True,True,False,True,True,True,True,yahoo,Yahooランキング,,
11,5242,アイズ,情報・通信業,グロース,5242.T,(株)アイズ,9.0,1.0,値上がり率,242.0,2026-07-21,2026-06-15,7.0,4.0,1.0,-8.0,2026-07-21,1429.0,0.1617886178861789,0.6146892655367231,0.6831566548881036,0.3833494675701838,0.3074107959743823,911.1,941.9833333333332,0.568433761387334,0.5170119782727931,0.0,0.9865964121052192,109000.0,48425.0,2.25090345895715,46034470.0,268,19.81927710843373,16.91566265060241,7.764350453172206,9.909638554216867,9.909638554216867,3.2228915662650603,6.120481927710844,6.683734939759037,0.5271084337349398,80.87,44.5,19.82,9.34,v7,True,False,True,True,True,True,True,True,True,False,False,False,yahoo,Yahooランキング,,
12,3187,ミラタップ,小売業,グロース,3187.T,(株)ミラタップ,37.0,1.0,値上がり率,214.0,2026-07-21,2026-06-15,7.0,1.0,16.0,-21.0,2026-07-21,340.0,0.0828025477707006,0.2056737588652482,0.4049586776859504,0.317829457364341,0.2878787878787878,269.3,250.45,0.2625324916450056,0.3575563984827312,0.0,0.5495391673291851,92600.0,55435.0,1.6704248218634437,16836785.0,267,19.81927710843373,16.53614457831325,7.432024169184291,9.909638554216867,9.789156626506024,2.620481927710843,5.421686746987952,6.683734939759037,2.129518072289157,80.34,43.79,19.7,8.04,v7,True,False,True,True,True,True,True,True,True,False,True,False,yahoo,Yahooランキング,,
13,5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T,(株)Ｇｌｏｂｅｅ,10.0,1.0,値上がり率,241.0,2026-07-21,2026-06-29,5.0,1.0,11.0,1.0,2026-07-21,1087.0,0.1600853788687299,0.5139275766016713,0.7392000000000001,0.1527041357370095,0.6419939577039275,716.95,701.45,0.5161447799707091,0.5496471594554138,0.0,0.9786095838598704,145100.0,21930.0,6.6165070679434566,26989660.0,258,19.81927710843373,13.71686746987952,9.18429003021148,9.909638554216867,9.909638554216867,2.951807228915663,7.614457831325301,6.683734939759037,0.5481927710843374,80.34,42.72,19.82,10.57,v7,True,False,True,True,True,True,True,True,True,False,False,False,yahoo,Yahooランキング,,
14,4762,エックスネット,情報・通信業,スタンダード,4762.T,(株)エックスネット,5.0,2.0,値上がり率・出来高増加率,346.0,2026-07-21,2026-06-19,3.0,1.0,72.0,67.0,2026-07-21,1990.0,0.206060606060606,0.1916167664670658,0.2756410256410255,0.3266666666666666,0.3152817938283718,1716.7,1604.0666666666666,0.1592007922176268,0.2405968164249201,0.0,0.7985953334444088,52300.0,1850.0,28.27027027027027,8302910.0,265,18.97590361445783,16.64457831325301,7.824773413897281,9.457831325301203,9.578313253012048,2.2289156626506026,7.927710843373494,6.683734939759037,0.9066265060240962,80.23,43.45,19.04,10.16,v7,True,False,True,True,True,True,True,True,True,False,True,False,yahoo,Yahooランキング,,
15,8346,東邦銀行,銀行業,プライム,8346.T,(株)東邦銀行,83.0,1.0,値上がり率,168.0,2026-07-21,2026-07-21,1.0,1.0,,,2026-07-21,868.0,0.067650676506765,0.0598290598290598,0.1436100131752304,0.2634643377001455,0.4634452848016499,808.65,757.4666666666667,0.073393928151858,0.145925013201901,0.0,0.3580117814609503,1398600.0,795515.0,1.7581063839148223,677139020.0,268,17.16867469879518,15.939759036144578,8.580060422960724,8.433734939759038,8.885542168674698,4.668674698795181,5.638554216867471,6.683734939759037,3.689759036144579,79.69,41.69,17.32,10.31,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
16,7175,今村証券,証券、商品先物取引業,スタンダード,7175.T,今村証券(株),26.0,2.0,値上がり率・出来高増加率,325.0,2026-07-21,2026-06-15,3.0,1.0,27.0,1.0,2026-07-21,1629.0,0.0896321070234114,0.1119453924914675,0.1812907904278462,0.2075611564121571,0.3077800398230601,1432.5,1373.1333333333334,0.1371727748691098,0.1863378161868232,0.0,0.3944609981713359,33200.0,9040.0,3.672566371681416,14557895.0,266,18.19277108433735,15.289156626506024,7.794561933534743,9.337349397590362,9.337349397590362,2.5,7.0602409638554215,6.683734939759037,3.415662650602409,79.61,41.28,18.67,9.56,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
17,3077,ホリイフードサービス,小売業,スタンダード,3077.T,ホリイフードサービス(株),88.0,1.0,値上がり率,163.0,2026-07-21,2026-06-17,5.0,1.0,24.0,-64.0,2026-07-21,922.0,0.0658959537572254,0.1081730769230768,0.2877094972067038,0.1805377720870677,0.7662835249042146,820.75,779.85,0.1233627779469996,0.1822786433288452,0.0,0.7171568144510985,73700.0,30255.0,2.435960998182119,28050100.0,267,19.21686746987952,14.313253012048191,9.486404833836858,9.21686746987952,9.307228915662652,3.0120481927710845,6.289156626506024,6.683734939759037,1.2228915662650603,78.75,43.02,18.52,9.3,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
18,7322,三十三フィナンシャルグループ,銀行業,プライム,7322.T,(株)三十三フィナンシャルグループ,28.0,1.0,値上がり率,223.0,2026-07-21,2026-06-26,3.0,1.0,69.0,41.0,2026-07-21,1932.0,0.0884507042253521,0.0751252086811351,0.1391509433962263,0.2029887920298878,0.556270177403825,1787.6,1703.3333333333333,0.0807786976952338,0.1342465753424657,0.0,0.5019643850273271,766900.0,332660.0,2.3053568207779715,639199090.0,268,16.987951807228914,15.180722891566267,8.821752265861027,8.825301204819278,8.644578313253012,4.60843373493976,6.216867469879518,6.683734939759037,2.424698795180723,78.39,40.99,17.47,10.83,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
